dv36_TrackType,dv42_TrackType,dv36_BDT,dv42_BDT,dv36_totCandidates,dv42_totCandidates,dv36_Y_P,dv42_Y_P,dv36_Y_PT,dv42_Y_PT,dv36_Y_ENDVERTEX_Y,dv42_Y_ENDVERTEX_Y,dv36_Y_ENDVERTEX_Z,dv42_Y_ENDVERTEX_Z
4.0,4.0,-0.09104090929031372,0.05185253918170929,1.0,1.0,98343.6372651521,98342.94992160506,2779.3633353281703,2779.3623040097345,0.28873974799964586,0.2887230473600395,68.4987744626045,68.49900362469131
3.0,3.0,0.5557671189308167,0.1298699826002121,1.0,1.0,290715.09795146354,290709.85344076087,8445.952000498095,8446.98868769219,0.10434455205151494,0.10376782269111118,40.0350926106039,40.25732293582587
4.0,4.0,-0.38234826922416687,-0.12975408136844635,1.0,1.0,77009.17582128195,77008.79436041825,13996.370884165204,13996.334585197243,0.6130552439356762,0.6130374087707651,15.94441343467932,15.944297930111361
1.0,1.0,0.33047306537628174,0.18757961690425873,1.0,1.0,73910.36573840844,73908.78725388685,10200.22669839388,10199.98535202154,1.4880130420675073,1.4880394553754286,90.53955628700896,90.53965763551832
1.0,1.0,-0.1669849455356598,0.22850266098976135,1.0,1.0,65576.46114317745,65576.45480121023,12653.32676974331,12653.196637812354,0.5299730610338429,0.52987078739136,105.88558756381099,105.88442145545287
1.0,1.0,0.5283048748970032,0.3439331352710724,1.0,1.0,81167.79097820594,81166.9378964065,10725.323516263168,10725.211953434753,-1.0645011852515864,-1.0644386910877017,66.27587879659052,66.27545189270302
1.0,1.0,-0.25469735264778137,0.14247658848762512,1.0,1.0,110804.16939919764,110802.9400462767,13743.375850169561,13743.157828445223,-0.8075665631115783,-0.8077071657019417,93.98098947924836,93.98205048110822
3.0,3.0,0.18067410588264465,0.36504581570625305,1.0,1.0,98139.42896607266,98137.30576376358,6789.38299809849,6788.859134251143,2.0350671031027625,2.035993787581071,34.27983323087827,34.293424524486994
1.0,1.0,-0.33257341384887695,-0.5654243230819702,1.0,1.0,91289.96119336746,91289.21842589832,10374.035009186258,10373.744241912034,0.6016881407461483,0.6017954204639295,79.48376014809492,79.48458303527059
3.0,3.0,0.3044467270374298,0.1827952265739441,1.0,1.0,78676.86457893897,78675.9570214745,3762.0024942295795,3761.7612487521765,1.0954552787473908,1.0955435918703031,112.71845021338237,112.7156290992279
1.0,1.0,0.42677009105682373,0.23559503257274628,1.0,1.0,82699.32403527491,82698.25628586247,4194.426328633143,4194.518328809957,0.4026459882774276,0.4040642113553332,5.998686842766801,6.044430925461938
1.0,1.0,-0.2964499294757843,0.06089247018098831,1.0,1.0,51336.0383353196,51334.51991058771,8380.640494954727,8380.24062760461,0.32148956378273397,0.32152218480996453,128.6368782978243,128.6396549050587
3.0,3.0,0.3256886601448059,0.05185253918170929,1.0,1.0,62465.12392670985,62464.56925179473,4295.42398690109,4295.318731285292,-0.2545618864055861,-0.2549316911702064,39.28277038072798,39.28485563539874
1.0,1.0,-0.2689869701862335,0.06089247018098831,1.0,1.0,70560.18404073043,70559.75862480717,9444.15745154175,9444.105141886152,0.15389338120872786,0.15387858231670798,9.554889807080361,9.554905961210494
3.0,3.0,-0.3598838746547699,-0.5027773380279541,1.0,1.0,238786.40322216426,238780.11341237687,12771.950185713255,12771.6631647715,1.2486751371106202,1.2487062509519902,203.07781071548584,203.07791459717168
1.0,1.0,-0.45224741101264954,-0.0611979179084301,1.0,1.0,168459.0138460349,168458.85354632098,15068.329557934476,15068.301417873941,0.5309804758447854,0.5309310926176067,40.644744761793845,40.64360198953
1.0,1.0,-0.7502015233039856,-0.49046632647514343,1.0,1.0,52267.526835220735,52267.126649083795,8209.07394948023,8209.016793660068,0.016534680354761022,0.016508687258069088,47.58631495894588,47.58777081067592
1.0,1.0,0.07468735426664352,-0.037072304636240005,1.0,1.0,118651.20606710292,118650.24903016027,7067.376256230346,7067.275244165964,-0.5050832592654615,-0.505418351234141,-59.022574657108635,-59.01815131049534
1.0,1.0,-0.14009641110897064,-0.009153722785413265,1.0,1.0,102103.62285416666,102103.03891139079,12210.926887300482,12210.86684787891,0.16434455041766682,0.1643628234658152,-10.243454110121547,-10.243166016786859
1.0,1.0,-0.35561320185661316,-0.1486564427614212,1.0,1.0,207027.8981002446,207027.41699503234,8341.334849589539,8341.352509012722,-0.9354348751743373,-0.9352164041666811,150.35549381577766,150.35064111442443
3.0,3.0,-0.14969046413898468,0.16562393307685852,1.0,1.0,144064.43507778083,144063.44133917778,13029.944661628702,13029.869043167942,-0.8981824639372178,-0.8981758749951041,112.11689420178254,112.11699081276038
3.0,3.0,-0.15124408900737762,0.1013500913977623,1.0,1.0,100683.70197878181,100683.51135197662,7108.878206504095,7108.883592020845,0.004439128188650443,0.004457804123099152,83.14744670216987,83.14748326082258
3.0,3.0,-0.6097537875175476,-0.7526472210884094,1.0,1.0,161793.44122018962,161789.1459365992,4867.914994345471,4867.223084008599,-1.8877403703532991,-1.8928433958061532,145.80914499125765,145.95962567603283
1.0,1.0,-0.23275339603424072,-0.08985994756221771,1.0,1.0,70822.83589049739,70821.6096821741,5586.855865013203,5586.72089328102,1.1448378200858116,1.1450019480605533,76.4708807131517,76.47208684109273
1.0,1.0,-0.10751431435346603,0.08132794499397278,1.0,1.0,290715.09795146354,290709.85344076087,8445.952000498095,8446.98868769219,0.10434455205151494,0.10376782269111118,40.0350926106039,40.25732293582587
1.0,1.0,-0.46236297488212585,-0.12420759350061417,1.0,1.0,46934.985462052966,46934.877940030434,8466.236743479702,8466.218049349096,0.47523504160335506,0.4752663727772415,59.335372087436554,59.33557027650022
3.0,3.0,-0.507218062877655,-0.3855665922164917,1.0,1.0,106222.90809344179,106221.94428332378,6600.713411257207,6600.662196218712,0.09559179595113321,0.09644970943790199,30.28670685979023,30.225004039112264
4.0,4.0,-0.0996682196855545,0.15292595326900482,1.0,1.0,43012.65421053851,43012.40207047312,5587.915201655717,5587.8374659803785,0.0889378716610052,0.08883992760029225,8.595257996302237,8.595643160581261
3.0,3.0,-0.44005709886550903,-0.3184056282043457,1.0,1.0,74288.32418586011,74288.27195047247,5183.012731384247,5183.049864587736,0.4346167073674998,0.43458103310263496,69.67167159707964,69.67129256294402
1.0,1.0,-0.2213011234998703,0.005444168113172054,1.0,1.0,66131.73182609257,66130.73948927147,12380.750319141838,12380.16844931676,1.035100081654111,1.0349910914904221,15.4277309887039,15.425086245014342
1.0,1.0,-0.39983585476875305,-0.020233113318681717,1.0,1.0,51336.0383353196,51334.51991058771,8380.640494954727,8380.24062760461,0.32148956378273397,0.32152218480996453,128.6368782978243,128.6396549050587
